ProductID,OrderQty,LineTotal,sales_reason_name,sales_reason_availability
855,2,107.988,,N/A
856,2,107.988,,N/A
857,2,107.988,,N/A
722,3,551.8146,,N/A
725,4,809.328,,N/A
726,1,202.332,,N/A
729,2,404.664,,N/A
730,2,404.664,,N/A
738,1,183.9382,,N/A
763,14,6230.721224,,N/A
764,3,1409.382,,N/A
765,10,4697.94,,N/A
766,5,2348.97,,N/A
730,1,202.332,,N/A
785,2,1295.988,,N/A
786,1,647.994,,N/A
804,2,275.388,,N/A
806,6,368.244,,N/A
808,3,72.8835,,N/A
809,1,33.7745,,N/A
814,1,209.256,,N/A
815,1,36.447,,N/A
824,1,141.615,,N/A
825,1,196.329,,N/A
831,1,209.256,,N/A
832,2,418.512,,N/A
843,4,60,,N/A
844,3,35.982,,N/A
849,4,143.976,,N/A
852,4,179.976,,N/A
854,3,134.982,,N/A
855,4,215.976,,N/A
856,5,269.97,,N/A
862,1,22.794,,N/A
863,4,91.176,,N/A
742,2,1488.5454,,N/A
743,3,2208.4365,,N/A
747,1,736.1455,,N/A
748,2,1488.5454,,N/A
761,2,939.588,,N/A
763,2,939.588,,N/A
786,4,2591.976,,N/A
804,2,275.388,,N/A
806,4,245.496,,N/A
808,2,48.589,,N/A
815,1,36.447,,N/A
824,2,283.23,,N/A
825,4,785.316,,N/A
832,3,627.768,,N/A
862,1,22.794,,N/A
789,1,1466.01,,N/A
722,2,367.8764,,N/A
738,1,183.9382,,N/A
809,2,67.549,,N/A
786,1,647.994,,N/A
787,3,1943.982,,N/A
788,5,3239.97,,N/A
804,3,413.082,,N/A
806,8,490.992,,N/A
808,1,24.2945,,N/A
809,1,33.7745,,N/A
815,2,72.894,,N/A
824,5,708.075,,N/A
825,8,1570.632,,N/A
831,8,1674.048,,N/A
832,4,837.024,,N/A
843,8,120,,N/A
844,6,71.964,,N/A
849,8,287.952,,N/A
852,17,666.098675,,N/A
854,9,404.946,,N/A
855,5,269.97,,N/A
856,8,431.952,,N/A
862,4,91.176,,N/A
863,6,136.764,,N/A
742,3,2232.8181,,N/A
743,3,2208.4365,,N/A
747,1,736.1455,,N/A
748,2,1488.5454,,N/A
826,3,202.617,,N/A
768,5,2348.97,,N/A
789,2,2932.02,,N/A
790,1,1466.01,,N/A
822,3,973.3581,,N/A
826,2,135.078,,N/A
835,1,324.4527,,N/A
836,1,324.4527,,N/A
841,1,35.994,,N/A
843,8,120,,N/A
844,5,59.97,,N/A
849,4,143.976,,N/A
852,6,269.964,,N/A
854,5,224.97,,N/A
855,2,107.988,,N/A
856,6,323.964,,N/A
725,2,404.664,,N/A
730,1,202.332,,N/A
738,4,735.7528,,N/A
763,3,1409.382,,N/A
765,2,939.588,,N/A
766,2,939.588,,N/A
785,1,647.994,,N/A
786,1,647.994,,N/A
788,2,1295.988,,N/A
804,5,688.47,,N/A
806,2,122.748,,N/A
807,2,149.676,,N/A
808,1,24.2945,,N/A
809,2,67.549,,N/A
814,1,209.256,,N/A
815,2,72.894,,N/A
824,3,424.845,,N/A
825,1,196.329,,N/A
831,2,418.512,,N/A
832,1,209.256,,N/A
862,1,22.794,,N/A
863,8,182.352,,N/A
743,1,736.1455,,N/A
747,2,1472.291,,N/A
748,3,2232.8181,,N/A
785,3,1943.982,,N/A
786,4,2591.976,,N/A
787,4,2591.976,,N/A
788,6,3887.964,,N/A
824,4,566.46,,N/A
825,2,392.658,,N/A
832,2,418.512,,N/A
863,9,205.146,,N/A
761,2,939.588,,N/A
763,1,469.794,,N/A
765,5,2348.97,,N/A
856,1,53.994,,N/A
835,2,648.9054,,N/A
785,6,3887.964,,N/A
786,3,1943.982,,N/A
787,7,4535.958,,N/A
788,8,5183.952,,N/A
809,4,135.098,,N/A
814,2,418.512,,N/A
825,4,785.316,,N/A
832,2,418.512,,N/A
852,4,179.976,,N/A
854,6,269.964,,N/A
862,9,205.146,,N/A
806,9,552.366,,N/A
808,4,97.178,,N/A
809,2,67.549,,N/A
815,1,36.447,,N/A
824,2,283.23,,N/A
825,2,392.658,,N/A
831,2,418.512,,N/A
832,1,209.256,,N/A
863,6,136.764,,N/A
743,2,1472.291,,N/A
785,3,1943.982,,N/A
786,6,3887.964,,N/A
787,4,2591.976,,N/A
788,2,1295.988,,N/A
804,1,137.694,,N/A
806,3,184.122,,N/A
808,1,24.2945,,N/A
809,4,135.098,,N/A
814,1,209.256,,N/A
824,6,849.69,,N/A
825,2,392.658,,N/A
831,2,418.512,,N/A
832,2,418.512,,N/A
862,2,45.588,,N/A
863,2,45.588,,N/A
742,4,2977.0908,,N/A
743,1,736.1455,,N/A
747,2,1472.291,,N/A
748,1,744.2727,,N/A
768,4,1879.176,,N/A
789,1,1466.01,,N/A
835,3,973.3581,,N/A
841,3,107.982,,N/A
843,4,60,,N/A
844,2,23.988,,N/A
849,2,71.988,,N/A
852,3,134.982,,N/A
854,3,134.982,,N/A
855,5,269.97,,N/A
856,2,107.988,,N/A
729,2,404.664,,N/A
738,1,183.9382,,N/A
761,2,939.588,,N/A
763,2,939.588,,N/A
764,5,2348.97,,N/A
765,2,939.588,,N/A
766,1,469.794,,N/A
861,5,113.97,,N/A
862,3,68.382,,N/A
863,16,317.5964,,N/A
767,1,782.99,,N/A
790,1,1466.01,,N/A
822,2,648.9054,,N/A
826,1,67.539,,N/A
835,3,973.3581,,N/A
836,3,973.3581,,N/A
841,5,179.97,,N/A
843,8,120,,N/A
844,9,107.946,,N/A
849,8,287.952,,N/A
852,10,449.94,,N/A
854,13,554.116108,,N/A
855,7,377.958,,N/A
856,6,323.964,,N/A
857,3,161.982,,N/A
722,3,551.8146,,N/A
725,5,1011.66,,N/A
726,3,606.996,,N/A
729,5,1011.66,,N/A
730,3,606.996,,N/A
738,1,183.9382,,N/A
761,10,4697.94,,N/A
763,6,2818.764,,N/A
764,4,1879.176,,N/A
765,4,1879.176,,N/A
766,2,939.588,,N/A
814,2,418.512,,N/A
852,3,134.982,,N/A
854,3,134.982,,N/A
856,1,53.994,,N/A
761,1,782.99,,N/A
852,1,44.994,,N/A
826,3,202.617,,N/A
854,2,89.988,,N/A
761,1,469.794,,N/A
765,5,2348.97,,N/A
768,2,939.588,,N/A
790,2,2932.02,,N/A
792,2,2617.875,,N/A
796,5,6544.6875,,N/A
800,4,2401.05,,N/A
819,2,298.062,,N/A
820,3,594.108,,N/A
822,3,973.3581,,N/A
826,3,202.617,,N/A
835,2,648.9054,,N/A
836,2,648.9054,,N/A
843,5,75,,N/A
844,1,11.994,,N/A
849,3,107.982,,N/A
852,3,134.982,,N/A
854,2,89.988,,N/A
855,2,107.988,,N/A
856,4,215.976,,N/A
725,1,202.332,,N/A
726,2,404.664,,N/A
729,1,202.332,,N/A
730,4,809.328,,N/A
738,3,551.8146,,N/A
759,2,939.588,,N/A
761,3,1409.382,,N/A
763,4,1879.176,,N/A
764,2,939.588,,N/A
765,1,469.794,,N/A
766,1,469.794,,N/A
767,1,469.794,,N/A
768,5,2348.97,,N/A
769,2,939.588,,N/A
789,1,1466.01,,N/A
790,2,2932.02,,N/A
791,2,2932.02,,N/A
792,2,2617.875,,N/A
796,2,2617.875,,N/A
800,8,4802.1,,N/A
819,5,745.155,,N/A
820,5,990.18,,N/A
822,3,973.3581,,N/A
826,7,472.773,,N/A
835,5,1622.2635,,N/A
836,3,973.3581,,N/A
725,3,606.996,,N/A
729,7,1416.324,,N/A
730,4,809.328,,N/A
738,6,1103.6292,,N/A
759,5,2348.97,,N/A
761,4,1879.176,,N/A
763,5,2348.97,,N/A
764,4,1879.176,,N/A
765,3,1409.382,,N/A
766,7,3288.558,,N/A
767,5,2348.97,,N/A
791,1,1466.01,,N/A
813,1,65.6018,,N/A
768,12,5340.618192,,N/A
789,6,8796.06,,N/A
790,8,11728.08,,N/A
791,5,7330.05,,N/A
813,2,131.2036,,N/A
819,1,149.031,,N/A
820,3,594.108,,N/A
822,2,648.9054,,N/A
826,4,270.156,,N/A
835,2,648.9054,,N/A
836,6,1946.7162,,N/A
838,5,3904.091,,N/A
843,1,15,,N/A
850,3,107.982,,N/A
853,1,44.994,,N/A
717,2,1561.6364,,N/A
718,2,1561.6364,,N/A
722,4,735.7528,,N/A
725,4,809.328,,N/A
726,3,606.996,,N/A
729,3,606.996,,N/A
730,2,404.664,,N/A
736,1,183.9382,,N/A
738,3,551.8146,,N/A
761,5,2348.97,,N/A
763,5,2348.97,,N/A
764,2,939.588,,N/A
765,10,4697.94,,N/A
766,4,1879.176,,N/A
786,3,1943.982,,N/A
787,3,1943.982,,N/A
788,3,1943.982,,N/A
804,1,137.694,,N/A
807,4,299.352,,N/A
809,3,101.3235,,N/A
814,2,418.512,,N/A
815,3,109.341,,N/A
825,2,392.658,,N/A
831,3,627.768,,N/A
832,2,418.512,,N/A
843,2,30,,N/A
844,7,83.958,,N/A
849,1,35.994,,N/A
852,6,269.964,,N/A
854,11,468.867476,,N/A
855,1,53.994,,N/A
856,8,431.952,,N/A
862,6,136.764,,N/A
742,2,1488.5454,,N/A
743,3,2208.4365,,N/A
747,1,736.1455,,N/A
748,3,2232.8181,,N/A
785,2,1295.988,,N/A
786,3,1943.982,,N/A
787,4,2591.976,,N/A
788,2,1295.988,,N/A
802,1,88.932,,N/A
804,2,275.388,,N/A
807,4,299.352,,N/A
808,2,48.589,,N/A
814,4,837.024,,N/A
815,1,36.447,,N/A
824,4,566.46,,N/A
825,4,785.316,,N/A
831,1,209.256,,N/A
832,6,1255.536,,N/A
841,2,71.988,,N/A
843,2,30,,N/A
844,1,11.994,,N/A
849,2,71.988,,N/A
850,3,107.982,,N/A
852,10,449.94,,N/A
853,2,89.988,,N/A
854,6,269.964,,N/A
855,3,161.982,,N/A
856,8,431.952,,N/A
857,1,53.994,,N/A
863,9,205.146,,N/A
739,4,2977.0908,,N/A
742,1,744.2727,,N/A
743,2,1472.291,,N/A
747,3,2208.4365,,N/A
748,1,744.2727,,N/A
785,1,647.994,,N/A
786,2,1295.988,,N/A
787,7,4535.958,,N/A
788,2,1295.988,,N/A
809,2,67.549,,N/A
810,1,65.6018,,N/A
814,1,209.256,,N/A
815,1,36.447,,N/A
816,2,250.83,,N/A
823,2,105.294,,N/A
824,3,424.845,,N/A
825,2,392.658,,N/A
831,1,209.256,,N/A
832,1,209.256,,N/A
861,1,22.794,,N/A
862,9,205.146,,N/A
863,12,259.122192,,N/A
748,5,3721.3635,,N/A
768,1,469.794,,N/A
789,5,7330.05,,N/A
819,2,298.062,,N/A
820,5,990.18,,N/A
822,3,973.3581,,N/A
826,1,67.539,,N/A
836,2,648.9054,,N/A
841,2,71.988,,N/A
844,1,11.994,,N/A
849,6,215.964,,N/A
850,2,71.988,,N/A
852,4,179.976,,N/A
853,5,224.97,,N/A
854,6,269.964,,N/A
855,4,215.976,,N/A
856,7,377.958,,N/A
857,2,107.988,,N/A
722,1,183.9382,,N/A
725,3,606.996,,N/A
726,2,404.664,,N/A
729,1,202.332,,N/A
730,2,404.664,,N/A
738,2,367.8764,,N/A
761,2,939.588,,N/A
763,9,4228.146,,N/A
764,3,1409.382,,N/A
765,4,1879.176,,N/A
854,4,179.976,,N/A
761,2,939.588,,N/A
763,2,939.588,,N/A
768,5,2348.97,,N/A
769,6,2818.764,,N/A
789,8,11728.08,,N/A
790,7,10262.07,,N/A
791,5,7330.05,,N/A
792,3,3926.8125,,N/A
796,4,5235.75,,N/A
800,5,3001.3125,,N/A
813,1,65.6018,,N/A
819,1,149.031,,N/A
820,2,396.072,,N/A
822,2,648.9054,,N/A
826,2,135.078,,N/A
835,3,973.3581,,N/A
836,3,973.3581,,N/A
843,2,30,,N/A
844,1,11.994,,N/A
849,3,107.982,,N/A
852,6,269.964,,N/A
854,2,89.988,,N/A
855,4,215.976,,N/A
856,6,323.964,,N/A
722,3,551.8146,,N/A
725,4,809.328,,N/A
726,3,606.996,,N/A
729,4,809.328,,N/A
730,3,606.996,,N/A
738,2,367.8764,,N/A
759,3,1409.382,,N/A
761,5,2348.97,,N/A
763,2,939.588,,N/A
764,3,1409.382,,N/A
765,4,1879.176,,N/A
766,2,939.588,,N/A
767,7,3288.558,,N/A
820,1,198.036,,N/A
826,3,202.617,,N/A
835,1,324.4527,,N/A
852,2,89.988,,N/A
854,3,134.982,,N/A
761,1,469.794,,N/A
763,1,469.794,,N/A
765,3,1409.382,,N/A
790,2,2932.02,,N/A
791,1,1466.01,,N/A
813,1,65.6018,,N/A
819,2,298.062,,N/A
838,3,2342.4546,,N/A
717,1,780.8182,,N/A
718,2,1561.6364,,N/A
729,1,202.332,,N/A
736,1,183.9382,,N/A
826,2,135.078,,N/A
763,1,469.794,,N/A
763,1,782.99,,N/A
785,2,1295.988,,N/A
786,7,4535.958,,N/A
787,4,2591.976,,N/A
809,2,67.549,,N/A
810,1,65.6018,,N/A
814,1,209.256,,N/A
816,1,125.415,,N/A
823,2,105.294,,N/A
825,2,392.658,,N/A
831,2,418.512,,N/A
832,1,209.256,,N/A
843,7,105,,N/A
844,3,35.982,,N/A
861,3,68.382,,N/A
862,4,91.176,,N/A
863,13,280.715708,,N/A
743,3,2208.4365,,N/A
768,3,1409.382,,N/A
769,4,1879.176,,N/A
789,3,4398.03,,N/A
790,2,2932.02,,N/A
791,2,2932.02,,N/A
792,3,3926.8125,,N/A
813,3,196.8054,,N/A
819,3,447.093,,N/A
820,3,594.108,,N/A
822,2,648.9054,,N/A
826,4,270.156,,N/A
835,3,973.3581,,N/A
836,1,324.4527,,N/A
843,7,105,,N/A
844,3,35.982,,N/A
849,4,143.976,,N/A
852,3,134.982,,N/A
854,2,89.988,,N/A
855,6,323.964,,N/A
856,5,269.97,,N/A
722,3,551.8146,,N/A
725,3,606.996,,N/A
726,2,404.664,,N/A
730,1,202.332,,N/A
738,4,735.7528,,N/A
759,4,1879.176,,N/A
761,4,1879.176,,N/A
764,1,469.794,,N/A
765,1,469.794,,N/A
766,3,1409.382,,N/A
767,3,1409.382,,N/A
761,1,469.794,,N/A
833,1,324.4527,,N/A
786,2,1295.988,,N/A
802,2,177.864,,N/A
804,4,550.776,,N/A
806,6,368.244,,N/A
807,1,74.838,,N/A
808,2,48.589,,N/A
814,3,627.768,,N/A
824,4,566.46,,N/A
825,2,392.658,,N/A
831,6,1255.536,,N/A
832,6,1255.536,,N/A
844,2,23.988,,N/A
862,2,45.588,,N/A
742,2,1488.5454,,N/A
747,5,3680.7275,,N/A
748,1,744.2727,,N/A
768,3,1409.382,,N/A
789,2,2932.02,,N/A
791,1,1466.01,,N/A
813,1,65.6018,,N/A
819,1,149.031,,N/A
822,3,973.3581,,N/A
826,2,135.078,,N/A
833,3,973.3581,,N/A
835,5,1622.2635,,N/A
836,4,1297.8108,,N/A
838,1,780.8182,,N/A
841,4,143.976,,N/A
843,7,105,,N/A
844,1,11.994,,N/A
849,3,107.982,,N/A
850,3,107.982,,N/A
852,4,179.976,,N/A
853,4,179.976,,N/A
854,4,179.976,,N/A
855,3,161.982,,N/A
856,11,562.653476,,N/A
857,2,107.988,,N/A
717,4,3123.2728,,N/A
718,3,2342.4546,,N/A
722,1,183.9382,,N/A
725,1,202.332,,N/A
726,2,404.664,,N/A
727,1,202.332,,N/A
729,5,1011.66,,N/A
730,1,202.332,,N/A
738,2,367.8764,,N/A
761,1,469.794,,N/A
763,8,3758.352,,N/A
764,3,1409.382,,N/A
765,2,939.588,,N/A
766,1,469.794,,N/A
861,4,91.176,,N/A
863,3,68.382,,N/A
785,2,1295.988,,N/A
786,1,647.994,,N/A
787,3,1943.982,,N/A
788,2,1295.988,,N/A
802,2,177.864,,N/A
807,2,149.676,,N/A
808,3,72.8835,,N/A
809,5,168.8725,,N/A
814,3,627.768,,N/A
815,1,36.447,,N/A
825,8,1570.632,,N/A
832,2,418.512,,N/A
862,6,136.764,,N/A
863,3,68.382,,N/A
739,3,2232.8181,,N/A
742,1,744.2727,,N/A
743,2,1472.291,,N/A
747,1,736.1455,,N/A
748,2,1488.5454,,N/A
768,4,1879.176,,N/A
789,1,1466.01,,N/A
790,4,5864.04,,N/A
791,2,2932.02,,N/A
792,4,5235.75,,N/A
800,2,1200.525,,N/A
819,2,298.062,,N/A
820,4,792.144,,N/A
826,1,67.539,,N/A
835,3,973.3581,,N/A
836,4,1297.8108,,N/A
725,2,404.664,,N/A
726,2,404.664,,N/A
729,3,606.996,,N/A
730,1,202.332,,N/A
738,2,367.8764,,N/A
759,1,469.794,,N/A
761,1,469.794,,N/A
763,2,939.588,,N/A
765,4,1879.176,,N/A
766,3,1409.382,,N/A
767,2,939.588,,N/A
826,1,67.539,,N/A
835,2,648.9054,,N/A
852,1,44.994,,N/A
761,1,469.794,,N/A
763,1,469.794,,N/A
785,5,3239.97,,N/A
786,2,1295.988,,N/A
787,7,4535.958,,N/A
788,9,5831.946,,N/A
809,1,33.7745,,N/A
810,2,131.2036,,N/A
814,6,1255.536,,N/A
815,1,36.447,,N/A
817,2,360.258,,N/A
823,4,210.588,,N/A
824,4,566.46,,N/A
825,2,392.658,,N/A
831,2,418.512,,N/A
832,7,1464.792,,N/A
843,2,30,,N/A
844,4,47.976,,N/A
849,3,107.982,,N/A
852,7,314.958,,N/A
854,2,89.988,,N/A
856,3,161.982,,N/A
861,3,68.382,,N/A
862,23,456.544825,,N/A
863,26,444.483,,N/A
743,3,2208.4365,,N/A
748,2,1488.5454,,N/A
854,1,44.994,,N/A
861,2,45.588,,N/A
862,4,91.176,,N/A
863,6,136.764,,N/A
785,3,1943.982,,N/A
787,2,1295.988,,N/A
788,3,1943.982,,N/A
809,2,67.549,,N/A
810,2,131.2036,,N/A
814,1,209.256,,N/A
815,1,36.447,,N/A
816,2,250.83,,N/A
823,2,105.294,,N/A
824,3,424.845,,N/A
825,2,392.658,,N/A
832,2,418.512,,N/A
843,4,60,,N/A
844,2,23.988,,N/A
849,5,179.97,,N/A
852,5,224.97,,N/A
854,6,269.964,,N/A
855,1,53.994,,N/A
856,5,269.97,,N/A
862,18,357.29595,,N/A
863,33,564.1515,,N/A
743,2,1472.291,,N/A
748,2,1488.5454,,N/A
761,2,939.588,,N/A
768,4,1879.176,,N/A
769,4,1879.176,,N/A
789,6,8796.06,,N/A
790,3,4398.03,,N/A
791,1,1466.01,,N/A
792,5,6544.6875,,N/A
796,6,7853.625,,N/A
800,4,2401.05,,N/A
819,6,894.186,,N/A
820,4,792.144,,N/A
822,4,1297.8108,,N/A
826,5,337.695,,N/A
835,6,1946.7162,,N/A
836,5,1622.2635,,N/A
849,2,71.988,,N/A
852,3,134.982,,N/A
854,7,314.958,,N/A
856,5,269.97,,N/A
725,4,809.328,,N/A
729,4,809.328,,N/A
730,2,404.664,,N/A
738,6,1103.6292,,N/A
759,3,1409.382,,N/A
761,1,469.794,,N/A
763,5,2348.97,,N/A
764,3,1409.382,,N/A
765,4,1879.176,,N/A
766,4,1879.176,,N/A
767,8,3758.352,,N/A
768,2,939.588,,N/A
769,1,469.794,,N/A
789,2,2932.02,,N/A
790,5,7330.05,,N/A
792,2,2617.875,,N/A
820,3,594.108,,N/A
826,4,270.156,,N/A
835,1,324.4527,,N/A
843,2,30,,N/A
844,3,35.982,,N/A
849,1,35.994,,N/A
852,6,269.964,,N/A
854,2,89.988,,N/A
856,2,107.988,,N/A
725,5,1011.66,,N/A
729,1,202.332,,N/A
738,1,183.9382,,N/A
759,4,1879.176,,N/A
761,2,939.588,,N/A
763,1,469.794,,N/A
764,3,1409.382,,N/A
766,1,469.794,,N/A
767,1,469.794,,N/A
768,3,1409.382,,N/A
789,2,2932.02,,N/A
791,1,1466.01,,N/A
819,2,298.062,,N/A
820,3,594.108,,N/A
822,2,648.9054,,N/A
826,1,67.539,,N/A
835,1,324.4527,,N/A
836,2,648.9054,,N/A
838,1,780.8182,,N/A
718,1,780.8182,,N/A
722,1,183.9382,,N/A
725,2,404.664,,N/A
729,1,202.332,,N/A
730,4,809.328,,N/A
738,2,367.8764,,N/A
761,1,469.794,,N/A
763,3,1409.382,,N/A
764,2,939.588,,N/A
765,3,1409.382,,N/A
766,1,469.794,,N/A
768,6,2818.764,,N/A
769,4,1879.176,,N/A
789,5,7330.05,,N/A
790,3,4398.03,,N/A
791,3,4398.03,,N/A
792,2,2617.875,,N/A
796,7,9162.5625,,N/A
800,4,2401.05,,N/A
819,1,149.031,,N/A
820,2,396.072,,N/A
822,1,324.4527,,N/A
826,4,270.156,,N/A
835,6,1946.7162,,N/A
836,1,324.4527,,N/A
849,2,71.988,,N/A
852,6,269.964,,N/A
854,5,224.97,,N/A
856,5,269.97,,N/A
725,3,606.996,,N/A
729,4,809.328,,N/A
730,4,809.328,,N/A
738,4,735.7528,,N/A
759,5,2348.97,,N/A
761,5,2348.97,,N/A
763,3,1409.382,,N/A
764,7,3288.558,,N/A
765,7,3288.558,,N/A
766,5,2348.97,,N/A
767,2,939.588,,N/A
800,1,1000.4375,,N/A
813,1,65.6018,,N/A
726,1,202.332,,N/A
785,4,2591.976,,N/A
786,7,4535.958,,N/A
787,3,1943.982,,N/A
788,3,1943.982,,N/A
806,10,613.74,,N/A
807,5,374.19,,N/A
808,3,72.8835,,N/A
809,9,303.9705,,N/A
814,2,418.512,,N/A
815,3,109.341,,N/A
824,12,1609.87932,,N/A
825,15,2564.548275,,N/A
831,9,1883.304,,N/A
832,1,209.256,,N/A
841,6,215.964,,N/A
843,5,75,,N/A
844,6,71.964,,N/A
849,8,287.952,,N/A
852,17,666.098675,,N/A
854,8,359.952,,N/A
855,7,377.958,,N/A
856,12,613.803792,,N/A
857,5,269.97,,N/A
862,12,259.122192,,N/A
863,11,237.528676,,N/A
742,3,2232.8181,,N/A
743,3,2208.4365,,N/A
747,4,2944.582,,N/A
748,4,2977.0908,,N/A
855,1,53.994,,N/A
766,1,469.794,,N/A
768,7,3288.558,,N/A
789,4,5864.04,,N/A
790,1,1466.01,,N/A
791,1,1466.01,,N/A
813,6,393.6108,,N/A
819,2,298.062,,N/A
820,6,1188.216,,N/A
822,3,973.3581,,N/A
826,8,540.312,,N/A
835,1,324.4527,,N/A
836,4,1297.8108,,N/A
838,3,2342.4546,,N/A
841,2,71.988,,N/A
844,2,23.988,,N/A
849,9,323.946,,N/A
850,4,143.976,,N/A
852,5,224.97,,N/A
853,8,359.952,,N/A
854,9,404.946,,N/A
855,3,161.982,,N/A
856,5,269.97,,N/A
857,4,215.976,,N/A
717,2,1561.6364,,N/A
718,2,1561.6364,,N/A
722,1,183.9382,,N/A
725,4,809.328,,N/A
726,3,606.996,,N/A
729,3,606.996,,N/A
730,5,1011.66,,N/A
738,2,367.8764,,N/A
761,7,3288.558,,N/A
763,9,4228.146,,N/A
764,2,939.588,,N/A
765,8,3758.352,,N/A
766,3,1409.382,,N/A
789,1,1466.01,,N/A
813,2,131.2036,,N/A
822,2,648.9054,,N/A
836,1,324.4527,,N/A
855,4,215.976,,N/A
722,1,183.9382,,N/A
726,4,809.328,,N/A
730,3,606.996,,N/A
785,2,1295.988,,N/A
786,1,647.994,,N/A
787,3,1943.982,,N/A
788,3,1943.982,,N/A
802,2,177.864,,N/A
804,3,413.082,,N/A
806,6,368.244,,N/A
807,3,224.514,,N/A
808,3,72.8835,,N/A
809,3,101.3235,,N/A
814,2,418.512,,N/A
815,2,72.894,,N/A
824,9,1274.535,,N/A
825,1,196.329,,N/A
832,5,1046.28,,N/A
862,2,45.588,,N/A
863,4,91.176,,N/A
742,3,2232.8181,,N/A
747,2,1472.291,,N/A
748,1,744.2727,,N/A
787,1,647.994,,N/A
788,1,647.994,,N/A
802,2,177.864,,N/A
804,8,1101.552,,N/A
806,4,245.496,,N/A
807,1,74.838,,N/A
808,3,72.8835,,N/A
809,2,67.549,,N/A
814,1,209.256,,N/A
824,6,849.69,,N/A
825,6,1177.974,,N/A
832,4,837.024,,N/A
841,3,107.982,,N/A
843,2,30,,N/A
844,6,71.964,,N/A
849,6,215.964,,N/A
852,3,134.982,,N/A
854,6,269.964,,N/A
855,5,269.97,,N/A
856,3,161.982,,N/A
857,5,269.97,,N/A
862,2,45.588,,N/A
863,10,227.94,,N/A
742,4,2977.0908,,N/A
748,3,2232.8181,,N/A
817,2,360.258,,N/A
831,2,418.512,,N/A
843,3,45,,N/A
844,4,47.976,,N/A
849,3,107.982,,N/A
852,1,44.994,,N/A
855,3,161.982,,N/A
743,1,736.1455,,N/A
785,1,647.994,,N/A
787,2,1295.988,,N/A
802,2,177.864,,N/A
804,3,413.082,,N/A
807,3,224.514,,N/A
808,1,24.2945,,N/A
809,4,135.098,,N/A
814,3,627.768,,N/A
815,1,36.447,,N/A
824,2,283.23,,N/A
825,4,785.316,,N/A
831,1,209.256,,N/A
832,6,1255.536,,N/A
844,1,11.994,,N/A
862,4,91.176,,N/A
863,3,68.382,,N/A
743,3,2208.4365,,N/A
747,3,2208.4365,,N/A
748,5,3721.3635,,N/A
791,1,1466.01,,N/A
813,2,131.2036,,N/A
833,1,324.4527,,N/A
838,1,780.8182,,N/A
736,1,183.9382,,N/A
761,2,939.588,,N/A
791,1,1466.01,,N/A
810,1,65.6018,,N/A
817,2,360.258,,N/A
785,5,3239.97,,N/A
786,4,2591.976,,N/A
788,3,1943.982,,N/A
809,2,67.549,,N/A
810,3,196.8054,,N/A
815,1,36.447,,N/A
816,1,125.415,,N/A
824,2,283.23,,N/A
825,2,392.658,,N/A
831,1,209.256,,N/A
832,4,837.024,,N/A
849,2,71.988,,N/A
852,1,44.994,,N/A
854,3,134.982,,N/A
856,3,161.982,,N/A
861,1,22.794,,N/A
862,9,205.146,,N/A
863,19,377.145725,,N/A
743,2,1472.291,,N/A
832,2,418.512,,N/A
786,3,1943.982,,N/A
804,3,413.082,,N/A
806,6,368.244,,N/A
807,5,374.19,,N/A
808,2,48.589,,N/A
809,4,135.098,,N/A
814,2,418.512,,N/A
815,3,109.341,,N/A
824,1,141.615,,N/A
831,4,837.024,,N/A
856,2,107.988,,N/A
862,2,45.588,,N/A
863,6,136.764,,N/A
742,2,1488.5454,,N/A
743,3,2208.4365,,N/A
747,1,736.1455,,N/A
748,2,1488.5454,,N/A
768,1,469.794,,N/A
790,2,2932.02,,N/A
791,1,1466.01,,N/A
819,2,298.062,,N/A
822,2,648.9054,,N/A
826,3,202.617,,N/A
835,2,648.9054,,N/A
836,2,648.9054,,N/A
838,1,780.8182,,N/A
841,1,35.994,,N/A
843,1,15,,N/A
844,4,47.976,,N/A
849,2,71.988,,N/A
850,3,107.982,,N/A
852,10,449.94,,N/A
853,1,44.994,,N/A
854,9,404.946,,N/A
855,2,107.988,,N/A
856,2,107.988,,N/A
857,5,269.97,,N/A
717,4,3123.2728,,N/A
722,2,367.8764,,N/A
726,1,202.332,,N/A
729,4,809.328,,N/A
730,2,404.664,,N/A
738,1,183.9382,,N/A
761,5,2348.97,,N/A
763,2,939.588,,N/A
764,2,939.588,,N/A
765,2,939.588,,N/A
761,3,1409.382,,N/A
768,4,1879.176,,N/A
789,4,5864.04,,N/A
790,2,2932.02,,N/A
791,1,1466.01,,N/A
813,2,131.2036,,N/A
819,5,745.155,,N/A
820,6,1188.216,,N/A
822,4,1297.8108,,N/A
826,3,202.617,,N/A
835,2,648.9054,,N/A
836,1,324.4527,,N/A
838,1,780.8182,,N/A
841,5,179.97,,N/A
843,12,170.52,,N/A
844,10,119.94,,N/A
849,8,287.952,,N/A
850,6,215.964,,N/A
852,13,554.116108,,N/A
853,9,404.946,,N/A
854,15,587.734125,,N/A
855,9,485.946,,N/A
856,18,846.35595,,N/A
857,6,323.964,,N/A
717,3,2342.4546,,N/A
718,1,780.8182,,N/A
722,2,367.8764,,N/A
725,4,809.328,,N/A
726,5,1011.66,,N/A
729,5,1011.66,,N/A
730,5,1011.66,,N/A
738,2,367.8764,,N/A
761,8,3758.352,,N/A
763,17,6954.908675,,N/A
